Date,Value,Open,Close,High,Low
10/08/15,48022720.0,4.12,4.12,4.12,4.12
11/08/15,940425890.0,5.0,5.6,6.18,4.55
12/08/15,259956316.0,5.71,5.36,6.04,5.3
13/08/15,180613956.0,5.2,5.49,5.64,5.05
14/08/15,48362409.0,5.49,5.26,5.58,5.25
17/08/15,73066289.0,5.3,4.88,5.38,4.87
18/08/15,38466130.0,4.88,4.67,4.97,4.56
19/08/15,48679320.0,4.67,5.0,5.0,4.4
20/08/15,36466876.0,5.1,5.14,5.27,5.05
24/08/15,30464077.0,4.5,4.44,4.8,4.44
25/08/15,11923330.0,4.16,4.45,4.62,4.16
26/08/15,16511720.0,4.55,4.52,4.65,4.45
27/08/15,37343730.0,4.67,4.83,4.9,4.58
28/08/15,28596370.0,4.91,4.84,5.1,4.81
01/09/15,11162110.0,4.8,4.8,4.95,4.75
02/09/15,11359850.0,4.66,4.78,4.86,4.56
03/09/15,89433520.0,4.87,5.2,5.2,4.83
04/09/15,99252192.0,5.36,5.18,5.55,5.18
07/09/15,58445652.0,5.16,5.1,5.42,5.03
08/09/15,24702219.0,5.09,5.24,5.24,5.09
09/09/15,31977288.0,5.35,5.24,5.42,5.24
10/09/15,18685362.0,5.24,5.16,5.33,5.1
11/09/15,116323133.0,5.18,5.61,5.62,5.18
14/09/15,83043188.0,5.67,5.65,5.84,5.55
15/09/15,28617903.0,5.65,5.61,5.74,5.53
15/09/15,28617903.0,5.65,5.61,5.74,5.53
15/09/15,28617903.0,5.65,5.61,5.74,5.53
16/09/15,187113086.0,5.73,6.0,6.12,5.66
17/09/15,179291650.0,6.11,6.38,6.66,6.11
18/09/15,99506234.0,6.65,6.64,6.71,6.4
21/09/15,169324106.0,6.54,7.23,7.26,6.35
22/09/15,236794604.0,7.33,6.75,7.63,6.75
23/09/15,131196107.0,6.65,6.62,6.9,6.37
24/09/15,83696902.0,6.65,7.11,7.25,6.65
28/09/15,52183598.0,7.18,6.94,7.34,6.88
29/09/15,45811150.0,6.78,6.75,7.09,6.63
30/09/15,91760176.0,7.2,6.62,7.2,6.6
01/10/15,32857255.0,6.75,6.71,6.83,6.65
02/10/15,52850078.0,6.75,6.4,6.83,6.35
05/10/15,46135129.0,6.5,6.7,6.89,6.4
06/10/15,30434301.0,6.84,6.6,6.92,6.55
07/10/15,24461430.0,6.6,6.55,6.7,6.41
08/10/15,12203708.0,6.62,6.6,6.78,6.59
09/10/15,87142767.0,6.7,7.03,7.05,6.57
12/10/15,46901461.0,7.08,7.03,7.24,6.9
13/10/15,24066769.0,7.05,7.05,7.14,6.84
14/10/15,56363115.0,7.01,6.77,7.22,6.77
15/10/15,22011186.0,6.8,6.7,6.88,6.65
16/10/15,21798504.0,6.8,6.61,6.8,6.58
19/10/15,31717287.0,6.6,6.5,6.65,6.4
20/10/15,11952086.0,6.5,6.46,6.55,6.4
21/10/15,18970037.0,6.55,6.6,6.66,6.52
22/10/15,13859969.0,6.63,6.55,6.8,6.55
23/10/15,16056173.0,6.55,6.52,6.77,6.51
26/10/15,50628954.0,6.52,6.35,6.64,6.31
27/10/15,30659259.0,6.37,6.25,6.4,6.22
28/10/15,58031898.0,6.26,6.5,6.54,6.11
29/10/15,8151820.0,6.58,6.32,6.59,6.31
30/10/15,14769731.0,6.32,6.4,6.59,6.31
02/11/15,2431389.0,6.5,6.37,6.5,6.37
03/11/15,6999099.0,6.45,6.3,6.45,6.26
04/11/15,12269289.0,6.4,6.23,6.41,6.2
05/11/15,6538028.0,6.27,6.27,6.34,6.2
06/11/15,16762154.0,6.39,6.4,6.53,6.31
09/11/15,13934093.0,6.36,6.23,6.45,6.2
10/11/15,27238894.0,6.23,6.14,6.3,6.11
11/11/15,6022641.0,6.14,6.15,6.24,6.11
12/11/15,8320185.0,6.3,6.19,6.4,6.18
13/11/15,43570425.0,6.2,5.84,6.2,5.78
16/11/15,57400212.0,5.8,5.57,5.8,5.5
17/11/15,13103463.0,5.58,5.65,5.83,5.58
20/11/15,16276142.0,5.7,5.54,5.7,5.5
23/11/15,9229166.0,5.55,5.5,5.55,5.5
24/11/15,18204363.0,5.53,5.52,5.75,5.47
25/11/15,7828409.0,5.54,5.5,5.58,5.5
26/11/15,2229484.0,5.56,5.58,5.6,5.51
27/11/15,3113919.0,5.63,5.54,5.63,5.53
01/12/15,23035286.0,5.53,6.01,6.09,5.53
02/12/15,36767122.0,6.02,6.46,6.47,6.01
03/12/15,28495445.0,6.5,6.39,6.64,6.25
04/12/15,8196044.0,6.39,6.32,6.48,6.32
07/12/15,5568836.0,6.35,6.12,6.35,6.12
08/12/15,16124739.0,6.11,6.2,6.4,6.1
09/12/15,3335487.0,6.2,6.16,6.3,6.16
10/12/15,4165753.0,6.15,6.11,6.16,6.0
11/12/15,11148327.0,6.12,6.0,6.12,6.0
14/12/15,6649465.0,5.99,5.81,5.99,5.77
15/12/15,2424640.0,5.94,5.9,5.94,5.83
16/12/15,7611967.0,5.93,6.08,6.14,5.93
17/12/15,8656718.0,6.09,6.1,6.19,6.07
18/12/15,4765538.0,6.1,5.92,6.1,5.88
21/12/15,3800648.0,5.9,5.99,6.08,5.8
22/12/15,13061347.0,6.0,6.2,6.35,5.98
23/12/15,5866994.0,6.3,6.14,6.3,6.14
28/12/15,1410729.0,6.14,6.08,6.14,6.05
29/12/15,5772708.0,6.02,6.18,6.27,6.02
04/01/16,5936211.0,6.18,6.0,6.18,5.95
05/01/16,5438651.0,5.92,5.95,5.98,5.88
06/01/16,6864128.0,5.89,5.85,5.95,5.79
07/01/16,54789698.0,5.85,5.5,5.97,5.35
08/01/16,5802654.0,5.4,5.2,5.6,5.08
11/01/16,14387537.0,5.2,4.6,5.2,4.6
12/01/16,7923580.0,4.59,4.74,5.15,4.59
13/01/16,7591450.0,4.75,4.95,5.14,4.75
14/01/16,3663210.0,4.8,4.86,4.9,4.72
15/01/16,3695390.0,4.88,4.75,4.95,4.7
18/01/16,7493140.0,4.62,4.5,4.68,4.46
19/01/16,15111980.0,4.49,4.95,5.0,4.49
20/01/16,5899860.0,4.94,4.82,5.03,4.8
